time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-3-13 12:40:0.374	WT901BLE68(490AABDC0D29)	0.006	0.849	-0.246	15.442	105.591	47.424	94.79	16.98	-149.45	null	null	null	null	null	null	null	null	13111	100
2025-3-13 12:40:0.428	WT901BLE68(E947F43FF2E9)	0.012	0.935	-0.313	3.052	20.630	1.953	107.63	1.38	76.03	31.066	-63.406	7.252	0.48886	0.62280	0.49985	0.35095	27.5	13111	100
2025-3-13 12:40:0.435	WT901BLE68(490AABDC0D29)	0.006	1.076	-0.158	8.362	57.983	121.521	97.64	6.71	-144.41	null	null	null	null	null	null	null	null	13111	100
2025-3-13 12:40:0.498	WT901BLE68(E947F43FF2E9)	-0.011	0.933	-0.327	-1.099	9.033	-2.563	107.86	0.99	76.69	31.066	-63.406	7.252	0.46002	0.62885	0.51025	0.36395	27.5	13111	100
2025-3-13 12:40:0.554	WT901BLE68(490AABDC0D29)	-0.178	1.227	-0.157	-3.784	56.763	137.268	98.34	-7.17	-141.65	null	null	null	null	null	null	null	null	13111	100
2025-3-13 12:40:0.607	WT901BLE68(E947F43FF2E9)	0.000	0.930	-0.355	-5.432	32.227	-1.953	108.08	0.50	78.11	31.066	-63.406	7.252	0.46002	0.62885	0.51025	0.36395	27.5	13111	100
2025-3-13 12:40:0.645	WT901BLE68(490AABDC0D29)	-0.157	1.066	-0.168	-1.648	7.263	108.154	97.75	-19.56	-140.86	null	null	null	null	null	null	null	28.5	13111	100
2025-3-13 12:40:0.699	WT901BLE68(E947F43FF2E9)	0.078	0.956	-0.307	-8.179	17.334	14.709	107.05	-0.94	79.71	28.518	-63.896	8.918	0.46002	0.62885	0.51025	0.36395	27.5	13111	100
2025-3-13 12:40:0.766	WT901BLE68(490AABDC0D29)	0.244	0.890	-0.228	6.470	-0.732	-17.334	98.41	-22.95	-142.16	null	null	null	null	null	null	null	28.5	13111	100
2025-3-13 12:40:0.818	WT901BLE68(E947F43FF2E9)	0.059	0.984	-0.350	-12.634	16.052	38.025	106.22	-3.97	80.32	28.518	-63.896	8.918	0.46002	0.62885	0.51025	0.36395	27.5	13111	100
2025-3-13 12:40:0.856	WT901BLE68(490AABDC0D29)	0.188	1.059	0.094	8.118	17.639	-48.340	98.18	-19.19	-139.04	-37.240	-35.868	58.212	null	null	null	null	28.5	13111	100
2025-3-13 12:40:0.907	WT901BLE68(E947F43FF2E9)	-0.063	1.020	-0.321	-40.039	11.353	64.575	103.88	-8.72	80.62	28.518	-63.896	8.918	0.42615	0.63611	0.43634	0.47247	27.5	13111	100
2025-3-13 12:40:0.975	WT901BLE68(490AABDC0D29)	0.186	0.907	-0.356	27.039	67.139	-63.232	98.31	-14.51	-136.88	-37.240	-35.868	58.212	null	null	null	null	28.5	13111	100
2025-3-13 12:40:1.28	WT901BLE68(E947F43FF2E9)	0.450	1.390	-0.364	-46.204	34.790	94.849	99.66	-16.18	79.83	28.518	-63.896	8.918	0.42615	0.63611	0.43634	0.47247	27.5	13111	100
2025-3-13 12:40:1.65	WT901BLE68(490AABDC0D29)	0.053	0.959	-0.221	14.038	-33.752	-40.527	100.37	-9.35	-136.49	-37.240	-35.868	58.212	-0.26630	-0.24487	0.73584	0.57230	28.5	13111	100
2025-3-13 12:40:1.118	WT901BLE68(E947F43FF2E9)	-0.100	0.996	-0.283	-0.916	7.935	122.803	97.05	-27.11	79.33	4.704	-64.484	2.254	0.42615	0.63611	0.43634	0.47247	27.5	13111	100
2025-3-13 12:40:1.184	WT901BLE68(490AABDC0D29)	0.107	0.971	-0.342	17.944	-14.709	-28.320	102.19	-5.81	-138.30	-37.240	-35.868	58.212	-0.26630	-0.24487	0.73584	0.57230	28.5	13111	100
2025-3-13 12:40:1.238	WT901BLE68(E947F43FF2E9)	0.000	0.570	-0.031	9.827	-2.808	42.786	98.24	-35.68	77.39	4.704	-64.484	2.254	0.42615	0.63611	0.43634	0.47247	27.5	13111	100
2025-3-13 12:40:1.245	WT901BLE68(490AABDC0D29)	0.116	0.962	-0.292	-2.197	-9.766	-8.911	102.93	-4.08	-141.09	-28.714	-39.494	62.230	-0.26630	-0.24487	0.73584	0.57230	28.5	13111	100
2025-3-13 12:40:1.303	WT901BLE68(E947F43FF2E9)	0.134	0.583	0.083	-5.249	-28.748	-99.854	100.84	-31.58	73.74	4.704	-64.484	2.254	0.44577	0.67886	0.35663	0.46170	27.5	13111	100
2025-3-13 12:40:1.366	WT901BLE68(490AABDC0D29)	0.082	0.928	-0.291	-3.235	-25.146	-7.751	102.90	-3.21	-143.12	-28.714	-39.494	62.230	-0.26630	-0.24487	0.73584	0.57230	28.5	13111	100
2025-3-13 12:40:1.418	WT901BLE68(E947F43FF2E9)	0.207	0.987	-0.346	-17.639	-127.258	-176.575	100.76	-15.00	69.04	4.704	-64.484	2.254	0.44577	0.67886	0.35663	0.46170	27.5	13111	100
2025-3-13 12:40:1.485	WT901BLE68(490AABDC0D29)	0.046	0.964	-0.267	-1.648	-19.836	-15.137	102.96	-1.75	-145.52	-28.714	-39.494	62.230	-0.18115	-0.22324	0.75049	0.59497	28.5	13111	100
2025-3-13 12:40:1.508	WT901BLE68(E947F43FF2E9)	0.273	1.360	-0.606	-11.719	-103.577	-207.336	100.38	6.13	60.50	38.122	-58.408	-1.176	0.44577	0.67886	0.35663	0.46170	27.5	13111	100
2025-3-13 12:40:1.574	WT901BLE68(490AABDC0D29)	0.025	0.938	-0.281	-2.441	-17.090	-25.208	103.11	0.52	-147.19	-28.714	-39.494	62.230	-0.18115	-0.22324	0.75049	0.59497	28.5	13111	100
2025-3-13 12:40:1.626	WT901BLE68(E947F43FF2E9)	0.355	1.183	-0.202	18.127	-66.833	-131.531	100.68	23.77	56.13	38.122	-58.408	-1.176	0.44577	0.67886	0.35663	0.46170	27.5	13111	100
2025-3-13 12:40:1.665	WT901BLE68(490AABDC0D29)	-0.093	0.928	-0.331	-5.005	-28.931	-36.865	103.38	3.83	-149.66	-19.600	-41.454	64.582	-0.18115	-0.22324	0.75049	0.59497	28.5	13111	100
2025-3-13 12:40:1.718	WT901BLE68(E947F43FF2E9)	-0.259	0.947	-0.208	10.071	-117.737	114.685	98.43	22.74	46.99	38.122	-58.408	-1.176	0.64731	0.66577	0.34985	0.12338	27.5	13111	100
2025-3-13 12:40:1.784	WT901BLE68(490AABDC0D29)	-0.059	0.986	-0.377	-15.747	-33.447	-40.466	102.71	7.92	-151.66	-19.600	-41.454	64.582	-0.18115	-0.22324	0.75049	0.59497	28.5	13111	100
2025-3-13 12:40:1.836	WT901BLE68(E947F43FF2E9)	-0.026	1.259	0.209	1.648	38.208	48.401	98.33	14.90	41.46	38.122	-58.408	-1.176	0.64731	0.66577	0.34985	0.12338	27.5	13111	100
2025-3-13 12:40:1.844	WT901BLE68(490AABDC0D29)	-0.011	1.177	-0.266	-18.188	-35.217	-59.143	100.79	12.85	-154.36	-19.600	-41.454	64.582	-0.00961	-0.25214	0.71643	0.65036	28.5	13111	100
2025-3-13 12:40:1.936	WT901BLE68(E947F43FF2E9)	-0.046	0.947	-0.101	23.499	-36.499	67.871	100.17	8.11	42.61	29.400	-62.230	-4.312	0.64731	0.66577	0.34985	0.12338	27.5	13111	100
2025-3-13 12:40:1.999	WT901BLE68(490AABDC0D29)	-0.519	1.098	-0.274	2.197	-48.523	-88.440	99.07	19.93	-157.62	-19.600	-41.454	64.582	-0.00961	-0.25214	0.71643	0.65036	28.5	13111	100
2025-3-13 12:40:2.18	WT901BLE68(E947F43FF2E9)	0.090	0.999	-0.166	5.798	39.917	27.832	100.85	4.00	43.64	29.400	-62.230	-4.312	0.64731	0.66577	0.34985	0.12338	27.5	13111	100
2025-3-13 12:40:2.54	WT901BLE68(490AABDC0D29)	0.598	1.060	-0.351	61.035	-104.614	-76.172	100.09	29.28	-164.23	10.290	-37.828	64.876	-0.00961	-0.25214	0.71643	0.65036	28.5	13111	100
2025-3-13 12:40:2.107	WT901BLE68(E947F43FF2E9)	-0.013	0.987	-0.274	12.634	-10.742	33.203	102.08	0.76	43.82	29.400	-62.230	-4.312	0.57428	0.72525	0.28979	0.24515	27.5	13111	100
2025-3-13 12:40:2.175	WT901BLE68(490AABDC0D29)	0.004	0.315	0.136	72.632	-66.467	53.833	99.16	32.92	-178.77	10.290	-37.828	64.876	-0.00961	-0.25214	0.71643	0.65036	28.5	13111	100
2025-3-13 12:40:2.228	WT901BLE68(E947F43FF2E9)	0.032	0.950	-0.274	3.418	3.052	21.362	102.75	-1.49	44.64	29.400	-62.230	-4.312	0.57428	0.72525	0.28979	0.24515	27.5	13111	100
2025-3-13 12:40:2.266	WT901BLE68(490AABDC0D29)	0.087	0.969	0.188	34.424	-15.259	213.684	103.26	17.93	176.90	10.290	-37.828	64.876	0.06772	0.06155	0.77658	0.62326	28.5	13111	100
2025-3-13 12:40:2.318	WT901BLE68(E947F43FF2E9)	0.050	0.959	-0.252	2.380	4.944	16.052	103.00	-3.22	45.29	21.266	-64.582	-1.764	0.57428	0.72525	0.28979	0.24515	27.5	13111	100
2025-3-13 12:40:2.383	WT901BLE68(490AABDC0D29)	-0.913	1.547	0.061	-17.700	-102.905	283.142	101.81	-5.91	165.11	10.290	-37.828	64.876	0.06772	0.06155	0.77658	0.62326	28.5	13111	100
2025-3-13 12:40:2.438	WT901BLE68(E947F43FF2E9)	0.071	0.981	-0.262	-8.484	-0.244	27.649	102.71	-5.15	45.51	21.266	-64.582	-1.764	0.57428	0.72525	0.28979	0.24515	27.5	13111	100
2025-3-13 12:40:2.445	WT901BLE68(490AABDC0D29)	1.353	1.353	-0.172	2.380	3.723	159.302	101.95	-28.02	157.83	-20.874	-38.514	66.738	0.06772	0.06155	0.77658	0.62326	28.5	13111	100
2025-3-13 12:40:2.528	WT901BLE68(E947F43FF2E9)	0.160	1.007	-0.230	-18.372	14.465	46.631	101.33	-8.73	45.76	21.266	-64.582	-1.764	0.55945	0.72394	0.23001	0.33154	27.5	13111	100
2025-3-13 12:40:2.603	WT901BLE68(490AABDC0D29)	0.301	0.789	0.046	2.258	100.525	-44.678	98.78	-27.05	164.67	-20.874	-38.514	66.738	0.06772	0.06155	0.77658	0.62326	28.5	13111	100
2025-3-13 12:40:2.646	WT901BLE68(E947F43FF2E9)	-0.202	1.113	-0.217	-43.640	15.747	66.162	98.06	-14.41	46.37	21.266	-64.582	-1.764	0.55945	0.72394	0.23001	0.33154	27.5	13111	100
2025-3-13 12:40:2.655	WT901BLE68(490AABDC0D29)	0.160	1.063	-0.459	24.231	45.898	-64.636	96.54	-20.61	173.70	-20.874	-38.514	66.738	-0.07379	0.11050	0.74402	0.65475	28.5	13111	100
2025-3-13 12:40:2.709	WT901BLE68(E947F43FF2E9)	0.088	1.475	-0.297	-57.129	49.805	115.295	92.23	-22.68	48.32	2.744	-59.584	-12.838	0.55945	0.72394	0.23001	0.33154	27.5	13111	100
2025-3-13 12:40:2.776	WT901BLE68(490AABDC0D29)	0.056	0.887	-0.253	14.404	-56.824	-43.213	98.24	-13.88	175.39	-20.874	-38.514	66.738	-0.07379	0.11050	0.74402	0.65475	28.5	13111	100
2025-3-13 12:40:2.827	WT901BLE68(E947F43FF2E9)	-0.374	0.896	-0.301	-34.424	-25.513	139.465	87.42	-34.93	49.12	2.744	-59.584	-12.838	0.55945	0.72394	0.23001	0.33154	27.5	13111	100
2025-3-13 12:40:2.864	WT901BLE68(490AABDC0D29)	0.036	0.993	-0.317	13.794	-13.733	-32.471	100.31	-9.43	175.65	-13.230	-39.200	68.698	-0.07379	0.11050	0.74402	0.65475	28.5	13111	100
2025-3-13 12:40:2.917	WT901BLE68(E947F43FF2E9)	-0.002	0.151	-0.156	-9.094	-85.205	-54.688	92.01	-38.59	39.63	2.744	-59.584	-12.838	0.58621	0.75171	0.05029	0.29779	27.5	13111	100
2025-3-13 12:40:2.984	WT901BLE68(490AABDC0D29)	0.047	0.945	-0.260	-4.456	-27.222	-21.790	100.76	-6.16	173.72	-13.230	-39.200	68.698	-0.07379	0.11050	0.74402	0.65475	28.5	13111	100
2025-3-13 12:40:3.38	WT901BLE68(E947F43FF2E9)	0.096	0.799	-0.157	1.770	-104.736	-218.079	98.62	-21.66	26.98	2.744	-59.584	-12.838	0.58621	0.75171	0.05029	0.29779	27.5	13111	100
2025-3-13 12:40:3.75	WT901BLE68(490AABDC0D29)	-0.015	0.938	-0.262	-3.113	-20.996	-19.653	100.91	-3.81	172.95	-13.230	-39.200	68.698	-0.07379	0.11050	0.74402	0.65475	28.5	13111	100
2025-3-13 12:40:3.128	WT901BLE68(E947F43FF2E9)	1.552	1.824	-0.400	47.485	-112.305	-267.029	101.65	5.28	21.37	2.744	-59.584	-12.838	0.58621	0.75171	0.05029	0.29779	27.5	13111	100
2025-3-13 12:40:3.193	WT901BLE68(490AABDC0D29)	-0.020	0.993	-0.269	-1.892	-32.776	-15.991	101.21	-1.53	171.53	-13.230	-39.200	68.698	0.03824	0.06570	0.76990	0.63351	28.5	13111	100
2025-3-13 12:40:3.248	WT901BLE68(E947F43FF2E9)	-0.077	0.966	-0.372	21.667	-50.659	-27.039	103.05	24.42	15.74	26.754	-62.622	-8.036	0.58621	0.75171	0.05029	0.29779	27.5	13111	100
2025-3-13 12:40:3.255	WT901BLE68(490AABDC0D29)	-0.061	1.007	-0.344	-18.311	-24.841	-63.599	100.60	2.71	169.74	-0.196	-39.690	67.424	0.03824	0.06570	0.76990	0.63351	28.5	13111	100
2025-3-13 12:40:3.310	WT901BLE68(E947F43FF2E9)	0.033	1.168	0.075	7.446	-8.850	68.359	102.67	17.89	11.73	26.754	-62.622	-8.036	0.62305	0.76807	0.14688	-0.01337	27.5	13111	100
2025-3-13 12:40:3.374	WT901BLE68(490AABDC0D29)	0.084	1.204	-0.209	-24.475	-42.236	-74.646	98.54	9.78	168.26	-0.196	-39.690	67.424	0.03824	0.06570	0.76990	0.63351	28.5	13111	100
2025-3-13 12:40:3.427	WT901BLE68(E947F43FF2E9)	-0.235	1.291	-0.108	34.912	-53.101	96.863	103.61	10.12	11.42	26.754	-62.622	-8.036	0.62305	0.76807	0.14688	-0.01337	27.5	13111	100
2025-3-13 12:40:3.495	WT901BLE68(490AABDC0D29)	-0.508	1.183	-0.286	-2.930	-46.082	-103.149	96.22	18.29	166.38	-0.196	-39.690	67.424	0.26559	-0.05539	0.74353	0.61108	28.5	13111	100
2025-3-13 12:40:3.518	WT901BLE68(E947F43FF2E9)	-0.014	0.943	-0.190	10.132	21.057	30.640	104.66	4.22	13.58	13.328	-65.856	-6.174	0.62305	0.76807	0.14688	-0.01337	27.5	13111	100
2025-3-13 12:40:3.583	WT901BLE68(490AABDC0D29)	0.103	0.822	-0.350	25.330	-54.565	-102.966	97.44	28.53	163.86	-0.196	-39.690	67.424	0.26559	-0.05539	0.74353	0.61108	28.5	13111	100
2025-3-13 12:40:3.638	WT901BLE68(E947F43FF2E9)	0.082	0.985	-0.317	11.353	13.428	29.602	106.09	0.70	13.58	13.328	-65.856	-6.174	0.62305	0.76807	0.14688	-0.01337	27.5	13111	100
2025-3-13 12:40:3.672	WT901BLE68(490AABDC0D29)	-0.054	0.312	0.090	30.334	-80.566	96.558	97.38	30.15	157.45	-0.196	-39.690	67.424	0.26559	-0.05539	0.74353	0.61108	28.5	13111	100
2025-3-13 12:40:3.726	WT901BLE68(E947F43FF2E9)	0.050	0.940	-0.232	10.864	-2.258	13.611	106.69	-1.65	14.28	13.328	-65.856	-6.174	0.62305	0.76807	0.14688	-0.01337	27.5	13111	100
2025-3-13 12:40:3.793	WT901BLE68(490AABDC0D29)	-0.053	0.921	-0.043	25.330	-35.583	232.056	98.18	13.65	151.44	17.738	-35.182	62.034	0.26559	-0.05539	0.74353	0.61108	28.5	13111	100
2025-3-13 12:40:3.848	WT901BLE68(E947F43FF2E9)	-0.045	0.976	-0.258	17.090	14.099	-1.465	107.79	-2.17	15.46	13.328	-65.856	-6.174	0.58167	0.80194	0.09763	0.09442	27.5	13111	100
2025-3-13 12:40:3.855	WT901BLE68(490AABDC0D29)	-0.619	1.525	-0.059	25.940	16.052	237.244	100.24	-10.49	146.18	17.738	-35.182	62.034	0.26559	-0.05539	0.74353	0.61108	28.5	13111	100
2025-3-13 12:40:3.938	WT901BLE68(E947F43FF2E9)	0.049	0.945	-0.346	-0.977	17.639	13.123	108.58	-2.89	17.41	13.328	-65.856	-6.174	0.58167	0.80194	0.09763	0.09442	27.5	13111	100
2025-3-13 12:40:4.10	WT901BLE68(490AABDC0D29)	0.973	1.128	-0.220	6.287	7.874	98.694	100.23	-27.58	149.53	17.738	-35.182	62.034	-0.01913	0.34567	0.67709	0.64929	28.5	13111	100
2025-3-13 12:40:4.58	WT901BLE68(E947F43FF2E9)	0.076	0.975	-0.271	-22.278	12.939	41.260	106.88	-5.82	17.93	8.134	-65.758	-4.312	0.58167	0.80194	0.09763	0.09442	27.5	13111	100
2025-3-13 12:40:4.65	WT901BLE68(490AABDC0D29)	0.213	1.001	0.165	-16.052	40.771	-57.739	99.06	-26.07	152.29	-10.682	-45.962	62.916	-0.01913	0.34567	0.67709	0.64929	28.5	13111	100
2025-3-13 12:40:4.118	WT901BLE68(E947F43FF2E9)	-0.021	1.030	-0.276	-35.706	33.691	45.471	103.88	-10.28	19.42	8.134	-65.758	-4.312	0.60809	0.76257	0.05588	0.21320	27.5	13111	100
2025-3-13 12:40:4.185	WT901BLE68(490AABDC0D29)	0.071	0.968	-0.211	7.141	53.955	-59.265	96.02	-20.18	161.57	-10.682	-45.962	62.916	-0.01913	0.34567	0.67709	0.64929	28.5	13111	100
2025-3-13 12:40:4.237	WT901BLE68(E947F43FF2E9)	-0.032	1.268	-0.223	-50.232	21.790	70.557	99.34	-15.89	20.96	8.134	-65.758	-4.312	0.60809	0.76257	0.05588	0.21320	27.5	13111	100
2025-3-13 12:40:4.274	WT901BLE68(490AABDC0D29)	0.114	0.888	-0.209	13.245	-19.348	-54.321	97.08	-13.38	161.86	-10.682	-45.962	62.916	0.03363	0.17203	0.73898	0.65042	28.5	13111	100
2025-3-13 12:40:4.327	WT901BLE68(E947F43FF2E9)	0.701	1.283	-0.283	-28.320	36.438	130.188	95.21	-25.37	20.83	-12.152	-53.900	-14.994	0.60809	0.76257	0.05588	0.21320	27.5	13111	100
2025-3-13 12:40:4.395	WT901BLE68(490AABDC0D29)	0.118	0.943	-0.271	21.057	-15.686	-16.235	98.97	-9.91	162.36	-10.682	-45.962	62.916	0.03363	0.17203	0.73898	0.65042	28.5	13111	100
2025-3-13 12:40:4.478	WT901BLE68(E947F43FF2E9)	-0.017	0.832	-0.212	-12.756	-46.204	126.404	97.40	-37.62	13.44	-12.152	-53.900	-14.994	0.60809	0.76257	0.05588	0.21320	27.5	13111	100
2025-3-13 12:40:4.497	WT901BLE68(490AABDC0D29)	0.009	1.002	-0.338	5.615	-32.654	-14.038	101.09	-7.58	160.91	-10.682	-45.962	62.916	0.03363	0.17203	0.73898	0.65042	28.5	13111	100
2025-3-13 12:40:4.537	WT901BLE68(E947F43FF2E9)	0.183	0.254	-0.208	-5.798	-60.608	-74.524	100.91	-36.02	5.64	-12.152	-53.900	-14.994	0.60809	0.76257	0.05588	0.21320	27.5	13111	100
2025-3-13 12:40:4.605	WT901BLE68(490AABDC0D29)	0.008	0.919	-0.258	-3.357	-20.996	-22.949	101.26	-4.91	159.51	1.862	-43.610	65.758	0.03363	0.17203	0.73898	0.65042	28.5	13111	100
2025-3-13 12:40:4.656	WT901BLE68(E947F43FF2E9)	0.063	0.790	-0.369	5.432	-50.964	-215.271	103.54	-17.96	-0.26	-12.152	-53.900	-14.994	0.61145	0.77563	-0.09839	0.12125	27.5	13111	100
2025-3-13 12:40:4.665	WT901BLE68(490AABDC0D29)	-0.046	0.947	-0.296	3.113	-17.578	-18.921	101.83	-2.29	159.05	1.862	-43.610	65.758	0.03363	0.17203	0.73898	0.65042	28.5	13111	100
2025-3-13 12:40:4.718	WT901BLE68(E947F43FF2E9)	1.292	1.544	-0.211	49.500	-21.118	-250.610	107.20	6.16	4.05	-12.152	-53.900	-14.994	0.61145	0.77563	-0.09839	0.12125	27.5	13111	100
2025-3-13 12:40:4.796	WT901BLE68(490AABDC0D29)	-0.012	0.939	-0.322	2.563	-8.118	-20.325	102.44	-0.06	159.51	1.862	-43.610	65.758	0.11252	0.13785	0.76755	0.61572	28.5	13111	100
2025-3-13 12:40:4.837	WT901BLE68(E947F43FF2E9)	-0.730	1.268	-0.079	31.006	-70.007	-95.520	111.04	23.58	5.32	19.796	-73.892	-0.588	0.61145	0.77563	-0.09839	0.12125	27.5	13111	100
2025-3-13 12:40:4.905	WT901BLE68(490AABDC0D29)	-0.055	1.003	-0.318	-3.418	-20.081	-58.594	102.67	3.63	158.74	13.524	-39.984	64.386	0.11252	0.13785	0.76755	0.61572	28.5	13111	100
2025-3-13 12:40:4.956	WT901BLE68(E947F43FF2E9)	-0.233	0.932	-0.176	7.690	-52.429	28.381	109.76	19.35	1.49	19.796	-73.892	-0.588	0.57629	0.80829	0.08792	-0.08188	27.5	13111	100
2025-3-13 12:40:5.0	WT901BLE68(490AABDC0D29)	0.156	1.161	-0.297	-18.799	-30.396	-85.083	101.69	10.74	158.30	13.524	-39.984	64.386	0.11252	0.13785	0.76755	0.61572	28.5	13111	100
2025-3-13 12:40:5.46	WT901BLE68(E947F43FF2E9)	-0.061	1.086	-0.382	17.456	-31.555	67.505	109.36	12.90	2.57	19.796	-73.892	-0.588	0.57629	0.80829	0.08792	-0.08188	27.5	13111	100
2025-3-13 12:40:5.114	WT901BLE68(490AABDC0D29)	-0.616	1.338	-0.426	15.198	-86.243	-122.498	100.43	20.79	155.80	13.524	-39.984	64.386	0.11252	0.13785	0.76755	0.61572	28.5	13111	100
2025-3-13 12:40:5.166	WT901BLE68(E947F43FF2E9)	0.047	0.927	-0.219	4.822	42.114	33.325	110.08	7.16	1.60	19.796	-73.892	-0.588	0.57629	0.80829	0.08792	-0.08188	27.5	13111	100
2025-3-13 12:40:5.205	WT901BLE68(490AABDC0D29)	0.188	0.605	-0.257	35.767	-98.206	-98.206	100.16	32.49	147.51	13.524	-39.984	64.386	0.37830	0.03360	0.75708	0.53146	28.5	13111	100
2025-3-13 12:40:5.258	WT901BLE68(E947F43FF2E9)	-0.124	0.999	-0.398	16.663	18.005	33.264	111.76	3.31	0.38	7.154	-75.362	4.214	0.57629	0.80829	0.08792	-0.08188	27.5	13111	100
2025-3-13 12:40:5.264	WT901BLE68(490AABDC0D29)	0.105	0.429	0.119	24.292	29.785	156.067	99.26	28.04	140.42	13.524	-39.984	64.386	0.37830	0.03360	0.75708	0.53146	28.5	13111	100
2025-3-13 12:40:5.346	WT901BLE68(E947F43FF2E9)	-0.035	0.901	-0.331	-23.743	32.471	20.691	110.82	0.05	4.15	7.154	-75.362	4.214	0.57629	0.80829	0.08792	-0.08188	27.5	13111	100
2025-3-13 12:40:5.415	WT901BLE68(490AABDC0D29)	-0.295	1.317	-0.128	-9.705	6.592	318.481	99.10	1.36	139.63	20.188	-42.042	56.448	0.37830	0.03360	0.75708	0.53146	28.5	13111	100
2025-3-13 12:40:5.466	WT901BLE68(E947F43FF2E9)	0.054	0.974	-0.256	-17.639	13.428	36.865	108.73	-3.18	5.22	7.154	-75.362	4.214	0.58133	0.81183	0.01974	0.05020	27.5	13111	100
2025-3-13 12:40:5.475	WT901BLE68(490AABDC0D29)	-0.779	1.713	-0.388	7.996	30.029	262.146	99.52	-29.14	136.13	20.188	-42.042	56.448	0.37830	0.03360	0.75708	0.53146	28.5	13111	100
2025-3-13 12:40:5.528	WT901BLE68(E947F43FF2E9)	0.140	1.023	-0.244	-20.813	-0.122	65.491	106.85	-7.60	3.68	7.154	-75.362	4.214	0.58133	0.81183	0.01974	0.05020	27.5	13111	100
2025-3-13 12:40:5.598	WT901BLE68(490AABDC0D29)	0.408	1.023	-0.436	25.391	65.796	-113.586	94.87	-36.40	148.26	20.188	-42.042	56.448	-0.04138	0.37228	0.62515	0.68466	28.5	13111	100
2025-3-13 12:40:5.647	WT901BLE68(E947F43FF2E9)	-0.408	1.119	-0.282	-43.274	16.785	83.069	104.19	-14.30	1.79	-8.526	-69.482	-2.940	0.58133	0.81183	0.01974	0.05020	27.5	13111	100
