time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-3-19 12:54:39.248	WT901BLE68(E947F43FF2E9)	-0.197	0.982	-0.050	-10.986	-2.625	1.343	91.24	12.26	-6.03	13.328	-63.994	-7.252	0.68839	0.71539	0.03802	-0.11307	21.6	13111	100
2025-3-19 12:54:39.291	WT901BLE68(490AABDC0D29)	0.224	0.968	-0.026	-2.930	2.502	-2.014	88.81	-12.01	-176.40	-15.288	-39.102	55.664	0.09558	-0.05313	-0.69901	-0.70663	20.3	13111	100
2025-3-19 12:54:39.334	WT901BLE68(E947F43FF2E9)	-0.264	0.961	-0.021	-5.920	1.221	-1.648	90.34	12.25	-6.28	13.328	-63.994	-7.252	0.68839	0.71539	0.03802	-0.11307	21.6	13111	100
2025-3-19 12:54:39.411	WT901BLE68(490AABDC0D29)	0.205	0.970	-0.054	-0.427	1.160	-2.502	88.95	-11.89	-175.96	-15.582	-40.082	53.116	0.09558	-0.05313	-0.69901	-0.70663	20.3	13111	100
2025-3-19 12:54:39.447	WT901BLE68(E947F43FF2E9)	-0.220	0.951	-0.023	7.446	-1.099	0.488	90.79	12.55	-5.64	13.328	-63.994	-7.252	0.69150	0.71231	0.04001	-0.11301	21.6	13111	100
2025-3-19 12:54:39.501	WT901BLE68(490AABDC0D29)	0.189	0.985	-0.043	1.831	2.747	-7.202	89.14	-11.45	-175.52	-15.582	-40.082	53.116	0.09558	-0.05313	-0.69901	-0.70663	20.3	13111	100
2025-3-19 12:54:39.539	WT901BLE68(E947F43FF2E9)	-0.206	0.977	-0.057	-0.610	-3.418	11.597	91.33	12.05	-6.72	13.328	-63.994	-7.252	0.69150	0.71231	0.04001	-0.11301	21.6	13111	100
2025-3-19 12:54:39.619	WT901BLE68(490AABDC0D29)	0.157	0.972	-0.052	2.991	7.385	-11.841	89.49	-10.46	-175.14	-15.582	-40.082	53.116	0.09375	-0.03247	-0.70383	-0.70334	20.3	13111	100
2025-3-19 12:54:39.633	WT901BLE68(E947F43FF2E9)	-0.174	0.957	-0.057	1.038	-6.775	13.245	91.09	10.94	-7.51	11.760	-63.896	-7.154	0.69150	0.71231	0.04001	-0.11301	21.6	13111	100
2025-3-19 12:54:39.711	WT901BLE68(490AABDC0D29)	0.133	1.005	-0.080	5.981	4.272	-13.184	90.21	-9.45	-174.13	-15.582	-40.082	53.116	0.09375	-0.03247	-0.70383	-0.70334	20.3	13111	100
2025-3-19 12:54:39.748	WT901BLE68(E947F43FF2E9)	-0.125	0.983	-0.030	-0.977	1.892	16.907	91.26	9.55	-8.32	11.760	-63.896	-7.154	0.69150	0.71231	0.04001	-0.11301	21.6	13111	100
2025-3-19 12:54:39.809	WT901BLE68(E947F43FF2E9)	-0.156	0.985	-0.062	-6.226	-3.662	8.789	91.07	8.27	-7.99	11.760	-63.896	-7.154	0.69568	0.71152	-0.00101	-0.09839	21.6	13111	100
2025-3-19 12:54:39.835	WT901BLE68(490AABDC0D29)	0.112	0.980	-0.098	-1.038	3.601	-14.832	90.50	-7.94	-173.97	-12.838	-39.494	54.978	0.09375	-0.03247	-0.70383	-0.70334	20.3	13111	100
2025-3-19 12:54:39.922	WT901BLE68(490AABDC0D29)	0.101	0.977	-0.076	-5.859	0.977	-11.292	90.33	-6.75	-173.58	-12.838	-39.494	54.978	0.09375	-0.03247	-0.70383	-0.70334	20.3	13111	100
2025-3-19 12:54:39.935	WT901BLE68(E947F43FF2E9)	-0.117	0.987	-0.012	-2.808	4.395	2.625	90.47	7.78	-7.73	11.760	-63.896	-7.154	0.69568	0.71152	-0.00101	-0.09839	21.6	13111	100
2025-3-19 12:54:40.16	WT901BLE68(E947F43FF2E9)	-0.180	0.970	-0.028	-4.883	-2.563	-5.127	90.22	7.89	-6.75	9.604	-63.504	-7.938	0.69568	0.71152	-0.00101	-0.09839	21.6	13111	100
2025-3-19 12:54:40.41	WT901BLE68(490AABDC0D29)	0.126	0.983	-0.079	-12.756	1.770	-8.484	89.63	-5.81	-173.53	-12.838	-39.494	54.978	0.07663	0.00586	-0.70361	-0.70633	20.3	13111	100
2025-3-19 12:54:40.101	WT901BLE68(490AABDC0D29)	0.124	1.036	-0.075	-1.099	24.292	-3.540	89.39	-5.66	-172.12	-12.838	-39.494	54.978	0.07663	0.00586	-0.70361	-0.70633	20.3	13111	100
2025-3-19 12:54:40.138	WT901BLE68(E947F43FF2E9)	-0.152	0.990	-0.024	-10.803	13.855	-2.625	89.62	8.28	-5.51	9.604	-63.504	-7.938	0.69568	0.71152	-0.00101	-0.09839	21.6	13111	100
2025-3-19 12:54:40.229	WT901BLE68(490AABDC0D29)	-0.271	0.863	-0.438	24.902	91.919	-26.123	90.33	-4.54	-167.00	-12.740	-39.494	55.370	0.07663	0.00586	-0.70361	-0.70633	20.3	13111	100
2025-3-19 12:54:40.229	WT901BLE68(E947F43FF2E9)	-0.095	0.985	-0.024	-7.751	7.263	12.390	88.98	7.85	-4.20	9.604	-63.504	-7.938	0.71124	0.69885	0.02234	-0.07162	21.6	13111	100
2025-3-19 12:54:40.312	WT901BLE68(490AABDC0D29)	0.068	1.088	0.369	-10.132	-6.531	-5.066	91.77	-2.70	-157.53	-12.740	-39.494	55.370	0.07663	0.00586	-0.70361	-0.70633	20.3	13111	100
2025-3-19 12:54:40.349	WT901BLE68(E947F43FF2E9)	0.008	0.975	-0.010	-8.423	-17.883	-2.686	88.02	7.53	-4.47	9.604	-63.504	-7.938	0.71124	0.69885	0.02234	-0.07162	21.6	13111	100
2025-3-19 12:54:40.437	WT901BLE68(E947F43FF2E9)	-0.117	1.324	-0.057	-33.936	-10.986	-54.443	86.16	9.38	-4.89	12.250	-62.916	-11.858	0.71124	0.69885	0.02234	-0.07162	21.6	13111	100
2025-3-19 12:54:40.462	WT901BLE68(490AABDC0D29)	0.009	0.969	-0.068	0.488	-11.719	9.216	91.64	-3.32	-160.39	-12.740	-39.494	55.370	0.13837	0.09927	-0.71060	-0.68259	20.3	13111	100
2025-3-19 12:54:40.522	WT901BLE68(490AABDC0D29)	0.097	0.992	-0.117	0.000	7.629	-6.836	92.15	-3.65	-160.68	-12.740	-39.494	55.370	0.13837	0.09927	-0.71060	-0.68259	20.3	13111	100
2025-3-19 12:54:40.558	WT901BLE68(E947F43FF2E9)	0.245	1.036	-0.094	-52.856	-2.930	-102.234	81.20	18.37	-3.64	12.250	-62.916	-11.858	0.71124	0.69885	0.02234	-0.07162	21.6	13111	100
2025-3-19 12:54:40.619	WT901BLE68(E947F43FF2E9)	0.001	0.483	-0.216	23.193	92.285	96.008	84.61	19.22	8.72	12.250	-62.916	-11.858	0.71542	0.68448	0.13898	0.01428	21.6	13111	100
2025-3-19 12:54:40.641	WT901BLE68(490AABDC0D29)	0.094	0.993	-0.116	-7.568	2.747	5.371	92.15	-3.71	-161.04	-14.994	-38.416	56.938	0.13837	0.09927	-0.71060	-0.68259	20.3	13111	100
2025-3-19 12:54:40.699	WT901BLE68(490AABDC0D29)	0.096	0.985	-0.086	-8.728	11.536	6.836	91.59	-4.30	-160.78	-14.994	-38.416	56.938	0.13837	0.09927	-0.71060	-0.68259	20.3	13111	100
2025-3-19 12:54:40.742	WT901BLE68(E947F43FF2E9)	-1.373	1.155	-0.080	86.426	-13.367	199.341	92.37	1.22	12.94	12.250	-62.916	-11.858	0.71542	0.68448	0.13898	0.01428	21.6	13111	100
2025-3-19 12:54:40.821	WT901BLE68(490AABDC0D29)	0.250	1.012	-0.152	-15.625	10.132	26.794	90.63	-5.91	-159.76	-14.994	-38.416	56.938	0.16846	0.08176	-0.70236	-0.68665	20.3	13111	100
2025-3-19 12:54:40.838	WT901BLE68(E947F43FF2E9)	-0.491	1.216	0.201	25.757	63.843	86.304	99.48	-13.75	14.14	-1.470	-59.976	-3.724	0.71542	0.68448	0.13898	0.01428	21.6	13111	100
2025-3-19 12:54:40.910	WT901BLE68(490AABDC0D29)	0.111	1.086	-0.100	-29.785	0.732	59.448	88.74	-9.96	-159.51	-14.994	-38.416	56.938	0.16846	0.08176	-0.70236	-0.68665	20.3	13111	100
2025-3-19 12:54:40.947	WT901BLE68(E947F43FF2E9)	-0.328	1.181	0.544	-1.831	60.791	-103.210	99.00	-7.31	14.27	-1.470	-59.976	-3.724	0.71542	0.68448	0.13898	0.01428	21.6	13111	100
2025-3-19 12:54:41.39	WT901BLE68(490AABDC0D29)	0.239	1.422	-0.104	-40.833	35.706	107.178	85.61	-16.91	-156.99	-26.754	-38.318	51.940	0.16846	0.08176	-0.70236	-0.68665	20.3	13111	100
2025-3-19 12:54:41.40	WT901BLE68(E947F43FF2E9)	-0.040	1.059	-0.105	-3.540	15.015	-55.969	98.87	0.09	19.29	-1.470	-59.976	-3.724	0.64975	0.74561	0.12479	0.07870	21.6	13111	100
2025-3-19 12:54:41.120	WT901BLE68(490AABDC0D29)	-0.136	0.901	-0.157	-33.142	59.265	101.379	79.32	-26.85	-149.86	-26.754	-38.318	51.940	0.16846	0.08176	-0.70236	-0.68665	20.3	13111	100
2025-3-19 12:54:41.158	WT901BLE68(E947F43FF2E9)	-0.099	0.980	-0.136	1.038	31.250	-27.588	98.22	3.29	17.67	-1.470	-59.976	-3.724	0.64975	0.74561	0.12479	0.07870	21.6	13111	100
2025-3-19 12:54:41.217	WT901BLE68(E947F43FF2E9)	-0.045	1.007	-0.108	5.432	-21.973	-18.494	98.57	5.60	17.96	11.074	-62.818	-4.410	0.64975	0.74561	0.12479	0.07870	21.6	13111	100
2025-3-19 12:54:41.242	WT901BLE68(490AABDC0D29)	-0.114	0.315	0.006	2.380	34.668	-9.155	74.96	-29.85	-142.20	-26.754	-38.318	51.940	0.39011	0.00858	-0.62476	-0.67624	20.3	13111	100
2025-3-19 12:54:41.341	WT901BLE68(490AABDC0D29)	0.011	0.707	-0.000	48.523	-38.513	-143.555	80.63	-19.46	-146.33	-26.754	-38.318	51.940	0.39011	0.00858	-0.62476	-0.67624	20.3	13111	100
2025-3-19 12:54:41.341	WT901BLE68(E947F43FF2E9)	-0.184	0.958	-0.143	-0.671	-6.897	-24.902	98.70	7.92	17.42	11.074	-62.818	-4.410	0.64975	0.74561	0.12479	0.07870	21.6	13111	100
2025-3-19 12:54:41.426	WT901BLE68(E947F43FF2E9)	-0.234	0.976	-0.129	-8.606	-3.784	-28.564	98.12	10.45	18.09	11.074	-62.818	-4.410	0.65964	0.72739	0.18704	0.02679	21.6	13111	100
2025-3-19 12:54:41.451	WT901BLE68(490AABDC0D29)	0.262	1.339	0.038	65.552	-16.541	-199.036	88.49	-1.33	-151.56	-19.404	-40.180	51.254	0.39011	0.00858	-0.62476	-0.67624	20.3	13111	100
2025-3-19 12:54:41.509	WT901BLE68(490AABDC0D29)	0.415	1.458	0.254	50.537	-34.973	-134.460	94.42	15.88	-153.18	-19.404	-40.180	51.254	0.39011	0.00858	-0.62476	-0.67624	20.3	13111	100
2025-3-19 12:54:41.546	WT901BLE68(E947F43FF2E9)	-0.226	0.967	-0.127	-12.268	-4.089	-25.940	97.07	12.99	18.38	11.074	-62.818	-4.410	0.65964	0.72739	0.18704	0.02679	21.6	13111	100
2025-3-19 12:54:41.630	WT901BLE68(490AABDC0D29)	0.036	1.181	0.211	-24.414	-47.668	90.881	92.84	15.27	-160.01	-19.404	-40.180	51.254	0.02783	0.16315	-0.69437	-0.70026	20.3	13111	100
2025-3-19 12:54:41.642	WT901BLE68(E947F43FF2E9)	-0.242	1.041	-0.110	-20.630	-16.113	-41.077	95.53	15.84	17.92	20.482	-62.328	-6.860	0.65964	0.72739	0.18704	0.02679	21.6	13111	100
2025-3-19 12:54:41.721	WT901BLE68(490AABDC0D29)	0.053	0.928	-0.217	21.606	-51.392	82.947	91.25	5.53	-168.29	-19.404	-40.180	51.254	0.02783	0.16315	-0.69437	-0.70026	20.3	13111	100
2025-3-19 12:54:41.756	WT901BLE68(E947F43FF2E9)	-0.160	1.417	-0.185	-20.325	-41.504	-94.849	92.76	21.60	16.73	20.482	-62.328	-6.860	0.65964	0.72739	0.18704	0.02679	21.6	13111	100
