Timestamp,AccX,AccY,AccZ,AsX,AsY,AsZ,AngX,AngY,AngZ,HX,HY,HZ,Q0,Q1,Q2,Q3
2025-03-10 15:32:32.009,-0.001,0.01,1.016,0.0,0.0,0.0,0.61,0.093,-163.021,-0.567,-2.092,-0.425,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:32.115,-0.003,0.009,1.016,0.0,0.0,0.0,0.61,0.093,-163.021,-0.567,-2.092,-0.425,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:32.217,-0.002,0.01,1.016,0.0,0.0,0.0,0.604,0.093,-163.021,-0.558,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:32.323,-0.001,0.009,1.016,0.0,0.0,0.0,0.604,0.093,-163.021,-0.558,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:32.428,-0.001,0.011,1.017,0.0,0.0,0.0,0.604,0.093,-163.021,-0.558,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:32.531,-0.002,0.011,1.019,0.0,0.0,0.0,0.604,0.093,-163.021,-0.558,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:32.636,-0.004,0.013,1.016,0.0,0.0,0.0,0.604,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:32.739,-0.001,0.012,1.014,0.0,0.0,0.0,0.604,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:32.845,0.0,0.011,1.016,0.0,0.0,0.0,0.604,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:32.946,-0.002,0.012,1.015,0.0,0.0,0.0,0.61,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:33.048,-0.003,0.011,1.016,0.0,0.0,0.0,0.604,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:33.153,-0.003,0.012,1.015,0.0,0.0,0.0,0.604,0.093,-163.021,-0.575,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:33.258,-0.004,0.012,1.015,0.0,0.0,0.0,0.604,0.093,-163.021,-0.575,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:33.258,-0.006,0.013,1.013,0.0,0.0,0.0,0.604,0.093,-163.021,-0.575,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:33.469,-0.0,0.008,1.016,0.0,0.0,0.0,0.61,0.093,-163.021,-0.575,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:33.470,0.002,0.006,1.018,0.0,0.0,0.0,0.61,0.093,-163.021,-0.558,-2.1,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:33.681,0.0,0.01,1.017,0.0,0.0,0.0,0.604,0.093,-163.021,-0.558,-2.1,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:33.681,-0.002,0.012,1.016,0.0,0.0,0.0,0.604,0.093,-163.021,-0.558,-2.1,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:33.890,-0.002,0.013,1.017,0.0,0.0,0.0,0.604,0.093,-163.021,-0.558,-2.1,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:33.890,-0.001,0.012,1.017,0.0,0.0,0.0,0.604,0.093,-163.021,-0.575,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:34.099,0.0,0.011,1.017,0.0,0.0,0.0,0.604,0.093,-163.021,-0.575,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
